time,Bess_BESS_WTGTerminalMeasurements_PPu,Bess_BESS_WTGTerminalMeasurements_QPu
0.0,1.2264027997481133,0.00045787127820298836
0.003000300030003,1.2264027997481133,0.00045787127820298836
0.006000600060006,1.2264027997481133,0.00045787127820298836
0.009000900090009,1.2264027997481133,0.00045787127820298836
0.012001200120012,1.2264027997481133,0.00045787127820298836
0.015001500150015001,1.2264027997481133,0.00045787127820298836
0.018001800180018,1.2264027997481133,0.00045787127820298836
0.021002100210021,1.2264027997481133,0.00045787127820298836
0.024002400240024,1.2264027997481133,0.00045787127820298836
0.027002700270027002,1.2264027997481133,0.00045787127820298836
0.030003000300030003,1.2264027997481133,0.00045787127820298836
0.033003300330033,1.2264027997481133,0.00045787127820298836
0.036003600360036,1.2264027997481133,0.00045787127820298836
0.039003900390039,1.2264027997481133,0.00045787127820298836
0.042004200420042,1.2264027997481133,0.00045787127820298836
0.045004500450045004,1.2264027997481133,0.00045787127820298836
0.048004800480048,1.2264027997481133,0.00045787127820298836
0.051005100510051,1.2264027997481133,0.00045787127820298836
0.054005400540054004,1.2264027997481133,0.00045787127820298836
0.057005700570057,1.2264027997481133,0.00045787127820298836
0.060006000600060005,1.2264027997481133,0.00045787127820298836
0.063006300630063,1.2264027997481133,0.00045787127820298836
0.066006600660066,1.2264027997481133,0.00045787127820298836
0.069006900690069,1.2264027997481133,0.00045787127820298836
0.072007200720072,1.2264027997481133,0.00045787127820298836
0.075007500750075,1.2264027997481133,0.00045787127820298836
0.078007800780078,1.2264027997481133,0.00045787127820298836
0.081008100810081,1.2264027997481133,0.00045787127820298836
0.084008400840084,1.2264027997481133,0.00045787127820298836
0.087008700870087,1.2264027997481133,0.00045787127820298836
0.09000900090009001,1.2264027997481133,0.00045787127820298836
0.093009300930093,1.2264027997481133,0.00045787127820298836
0.096009600960096,1.2264027997481133,0.00045787127820298836
0.099009900990099,1.2264027997481133,0.00045787127820298836
0.102010201020102,1.2264027997481133,0.00045787127820298836
0.10501050105010501,1.2264027997481133,0.00045787127820298836
0.10801080108010801,1.2264027997481133,0.00045787127820298836
0.111011101110111,1.2264027997481133,0.00045787127820298836
0.114011401140114,1.2264027997481133,0.00045787127820298836
0.117011701170117,1.2264027997481133,0.00045787127820298836
0.12001200120012001,1.2264027997481133,0.00045787127820298836
0.12301230123012301,1.2264027997481133,0.00045787127820298836
0.126012601260126,1.2264027997481133,0.00045787127820298836
0.12901290129012902,1.2264027997481133,0.00045787127820298836
0.132013201320132,1.2264027997481133,0.00045787127820298836
0.135013501350135,1.2264027997481133,0.00045787127820298836
0.138013801380138,1.2264027997481133,0.00045787127820298836
0.141014101410141,1.2264027997481133,0.00045787127820298836
0.144014401440144,1.2264027997481133,0.00045787127820298836
0.147014701470147,1.2264027997481133,0.00045787127820298836
0.15001500150015,1.2264027997481133,0.00045787127820298836
0.153015301530153,1.2264027997481133,0.00045787127820298836
0.156015601560156,1.2264027997481133,0.00045787127820298836
0.159015901590159,1.2264027997481133,0.00045787127820298836
0.162016201620162,1.2264027997481133,0.00045787127820298836
0.16501650165016502,1.2264027997481133,0.00045787127820298836
0.168016801680168,1.2264027997481133,0.00045787127820298836
0.171017101710171,1.2264027997481133,0.00045787127820298836
0.174017401740174,1.2264027997481133,0.00045787127820298836
0.177017701770177,1.2264027997481133,0.00045787127820298836
0.18001800180018002,1.2264027997481133,0.00045787127820298836
0.183018301830183,1.2264027997481133,0.00045787127820298836
0.186018601860186,1.2264027997481133,0.00045787127820298836
0.189018901890189,1.2264027997481133,0.00045787127820298836
0.192019201920192,1.2264027997481133,0.00045787127820298836
0.19501950195019502,1.2264027997481133,0.00045787127820298836
0.198019801980198,1.2264027997481133,0.00045787127820298836
0.201020102010201,1.2264027997481133,0.00045787127820298836
0.204020402040204,1.2264027997481133,0.00045787127820298836
0.207020702070207,1.2264027997481133,0.00045787127820298836
0.21002100210021002,1.2264027997481133,0.00045787127820298836
0.213021302130213,1.2264027997481133,0.00045787127820298836
0.21602160216021601,1.2264027997481133,0.00045787127820298836
0.219021902190219,1.2264027997481133,0.00045787127820298836
0.222022202220222,1.2264027997481133,0.00045787127820298836
0.22502250225022502,1.2264027997481133,0.00045787127820298836
0.228022802280228,1.2264027997481133,0.00045787127820298836
0.23102310231023102,1.2264027997481133,0.00045787127820298836
0.234023402340234,1.2264027997481133,0.00045787127820298836
0.237023702370237,1.2264027997481133,0.00045787127820298836
0.24002400240024002,1.2264027997481133,0.00045787127820298836
0.243024302430243,1.2264027997481133,0.00045787127820298836
0.24602460246024602,1.2264027997481133,0.00045787127820298836
0.249024902490249,1.2264027997481133,0.00045787127820298836
0.252025202520252,1.2264027997481133,0.00045787127820298836
0.255025502550255,1.2264027997481133,0.00045787127820298836
0.25802580258025803,1.2264027997481133,0.00045787127820298836
0.261026102610261,1.2264027997481133,0.00045787127820298836
0.264026402640264,1.2264027997481133,0.00045787127820298836
0.267026702670267,1.2264027997481133,0.00045787127820298836
0.27002700270027,1.2264027997481133,0.00045787127820298836
0.27302730273027304,1.2264027997481133,0.00045787127820298836
0.276027602760276,1.2264027997481133,0.00045787127820298836
0.279027902790279,1.2264027997481133,0.00045787127820298836
0.282028202820282,1.2264027997481133,0.00045787127820298836
0.285028502850285,1.2264027997481133,0.00045787127820298836
0.288028802880288,1.2264027997481133,0.00045787127820298836
0.291029102910291,1.2264027997481133,0.00045787127820298836
0.294029402940294,1.2264027997481133,0.00045787127820298836
0.297029702970297,1.2264027997481133,0.00045787127820298836
0.3000300030003,1.2264027997481133,0.00045787127820298836
0.303030303030303,1.2264027997481133,0.00045787127820298836
0.306030603060306,1.2264027997481133,0.00045787127820298836
0.309030903090309,1.2264027997481133,0.00045787127820298836
0.312031203120312,1.2264027997481133,0.00045787127820298836
0.31503150315031503,1.2264027997481133,0.00045787127820298836
0.318031803180318,1.2264027997481133,0.00045787127820298836
0.321032103210321,1.2264027997481133,0.00045787127820298836
0.324032403240324,1.2264027997481133,0.00045787127820298836
0.327032703270327,1.2264027997481133,0.00045787127820298836
0.33003300330033003,1.2264027997481133,0.00045787127820298836
0.333033303330333,1.2264027997481133,0.00045787127820298836
0.336033603360336,1.2264027997481133,0.00045787127820298836
0.339033903390339,1.2264027997481133,0.00045787127820298836
0.342034203420342,1.2264027997481133,0.00045787127820298836
0.34503450345034503,1.2264027997481133,0.00045787127820298836
0.348034803480348,1.2264027997481133,0.00045787127820298836
0.351035103510351,1.2264027997481133,0.00045787127820298836
0.354035403540354,1.2264027997481133,0.00045787127820298836
0.357035703570357,1.2264027997481133,0.00045787127820298836
0.36003600360036003,1.2264027997481133,0.00045787127820298836
0.363036303630363,1.2264027997481133,0.00045787127820298836
0.366036603660366,1.2264027997481133,0.00045787127820298836
0.369036903690369,1.2264027997481133,0.00045787127820298836
0.372037203720372,1.2264027997481133,0.00045787127820298836
0.37503750375037503,1.2264027997481133,0.00045787127820298836
0.378037803780378,1.2264027997481133,0.00045787127820298836
0.381038103810381,1.2264027997481133,0.00045787127820298836
0.384038403840384,1.2264027997481133,0.00045787127820298836
0.387038703870387,1.2264027997481133,0.00045787127820298836
0.39003900390039004,1.2264027997481133,0.00045787127820298836
0.393039303930393,1.2264027997481133,0.00045787127820298836
0.396039603960396,1.2264027997481133,0.00045787127820298836
0.399039903990399,1.2264027997481133,0.00045787127820298836
0.402040204020402,1.2264027997481133,0.00045787127820298836
0.40504050405040504,1.2264027997481133,0.00045787127820298836
0.408040804080408,1.2264027997481133,0.00045787127820298836
0.411041104110411,1.2264027997481133,0.00045787127820298836
0.414041404140414,1.2264027997481133,0.00045787127820298836
0.417041704170417,1.2264027997481133,0.00045787127820298836
0.42004200420042004,1.2264027997481133,0.00045787127820298836
0.423042304230423,1.2264027997481133,0.00045787127820298836
0.426042604260426,1.2264027997481133,0.00045787127820298836
0.429042904290429,1.2264027997481133,0.00045787127820298836
0.43204320432043203,1.2264027997481133,0.00045787127820298836
0.43504350435043504,1.2264027997481133,0.00045787127820298836
0.438043804380438,1.2264027997481133,0.00045787127820298836
0.441044104410441,1.2264027997481133,0.00045787127820298836
0.444044404440444,1.2264027997481133,0.00045787127820298836
0.44704470447044703,1.2264027997481133,0.00045787127820298836
0.45004500450045004,1.2264027997481133,0.00045787127820298836
0.453045304530453,1.2264027997481133,0.00045787127820298836
0.456045604560456,1.2264027997481133,0.00045787127820298836
0.459045904590459,1.2264027997481133,0.00045787127820298836
0.46204620462046203,1.2264027997481133,0.00045787127820298836
0.46504650465046504,1.2264027997481133,0.00045787127820298836
0.468046804680468,1.2264027997481133,0.00045787127820298836
0.471047104710471,1.2264027997481133,0.00045787127820298836
0.474047404740474,1.2264027997481133,0.00045787127820298836
0.47704770477047703,1.2264027997481133,0.00045787127820298836
0.48004800480048004,1.2264027997481133,0.00045787127820298836
0.483048304830483,1.2264027997481133,0.00045787127820298836
0.486048604860486,1.2264027997481133,0.00045787127820298836
0.489048904890489,1.2264027997481133,0.00045787127820298836
0.49204920492049203,1.2264027997481133,0.00045787127820298836
0.495049504950495,1.2264027997481133,0.00045787127820298836
0.498049804980498,1.2264027997481133,0.00045787127820298836
0.5010501050105011,1.2264027997481133,0.00045787127820298836
0.504050405040504,1.2264027997481133,0.00045787127820298836
0.507050705070507,1.2264027997481133,0.00045787127820298836
0.51005100510051,1.2264027997481133,0.00045787127820298836
0.513051305130513,1.2264027997481133,0.00045787127820298836
0.5160516051605161,1.2264027997481133,0.00045787127820298836
0.519051905190519,1.2264027997481133,0.00045787127820298836
0.522052205220522,1.2264027997481133,0.00045787127820298836
0.525052505250525,1.2264027997481133,0.00045787127820298836
0.528052805280528,1.2264027997481133,0.00045787127820298836
0.5310531053105311,1.2264027997481133,0.00045787127820298836
0.534053405340534,1.2264027997481133,0.00045787127820298836
0.537053705370537,1.2264027997481133,0.00045787127820298836
0.54005400540054,1.2264027997481133,0.00045787127820298836
0.543054305430543,1.2264027997481133,0.00045787127820298836
0.5460546054605461,1.2264027997481133,0.00045787127820298836
0.549054905490549,1.2264027997481133,0.00045787127820298836
0.552055205520552,1.2264027997481133,0.00045787127820298836
0.555055505550555,1.2264027997481133,0.00045787127820298836
0.558055805580558,1.2264027997481133,0.00045787127820298836
0.5610561056105611,1.2264027997481133,0.00045787127820298836
0.564056405640564,1.2264027997481133,0.00045787127820298836
0.567056705670567,1.2264027997481133,0.00045787127820298836
0.57005700570057,1.2264027997481133,0.00045787127820298836
0.573057305730573,1.2264027997481133,0.00045787127820298836
0.576057605760576,1.2264027997481133,0.00045787127820298836
0.579057905790579,1.2264027997481133,0.00045787127820298836
0.582058205820582,1.2264027997481133,0.00045787127820298836
0.585058505850585,1.2264027997481133,0.00045787127820298836
0.588058805880588,1.2264027997481133,0.00045787127820298836
0.591059105910591,1.2264027997481133,0.00045787127820298836
0.594059405940594,1.2264027997481133,0.00045787127820298836
0.597059705970597,1.2264027997481133,0.00045787127820298836
0.6000600060006,1.2264027997481133,0.00045787127820298836
0.603060306030603,1.2264027997481133,0.00045787127820298836
0.606060606060606,1.2264027997481133,0.00045787127820298836
0.609060906090609,1.2264027997481133,0.00045787127820298836
0.612061206120612,1.2264027997481133,0.00045787127820298836
0.6150615061506151,1.2264027997481133,0.00045787127820298836
0.618061806180618,1.2264027997481133,0.00045787127820298836
0.621062106210621,1.2264027997481133,0.00045787127820298836
0.624062406240624,1.2264027997481133,0.00045787127820298836
0.627062706270627,1.2264027997481133,0.00045787127820298836
0.6300630063006301,1.2264027997481133,0.00045787127820298836
0.633063306330633,1.2264027997481133,0.00045787127820298836
0.636063606360636,1.2264027997481133,0.00045787127820298836
0.639063906390639,1.2264027997481133,0.00045787127820298836
0.642064206420642,1.2264027997481133,0.00045787127820298836
0.6450645064506451,1.2264027997481133,0.00045787127820298836
0.648064806480648,1.2264027997481133,0.00045787127820298836
0.651065106510651,1.2264027997481133,0.00045787127820298836
0.654065406540654,1.2264027997481133,0.00045787127820298836
0.657065706570657,1.2264027997481133,0.00045787127820298836
0.6600660066006601,1.2264027997481133,0.00045787127820298836
0.663066306630663,1.2264027997481133,0.00045787127820298836
0.666066606660666,1.2264027997481133,0.00045787127820298836
0.669066906690669,1.2264027997481133,0.00045787127820298836
0.672067206720672,1.2264027997481133,0.00045787127820298836
0.6750675067506751,1.2264027997481133,0.00045787127820298836
0.678067806780678,1.2264027997481133,0.00045787127820298836
0.681068106810681,1.2264027997481133,0.00045787127820298836
0.684068406840684,1.2264027997481133,0.00045787127820298836
0.687068706870687,1.2264027997481133,0.00045787127820298836
0.6900690069006901,1.2264027997481133,0.00045787127820298836
0.693069306930693,1.2264027997481133,0.00045787127820298836
0.696069606960696,1.2264027997481133,0.00045787127820298836
0.699069906990699,1.2264027997481133,0.00045787127820298836
0.702070207020702,1.2264027997481133,0.00045787127820298836
0.7050705070507051,1.2264027997481133,0.00045787127820298836
0.708070807080708,1.2264027997481133,0.00045787127820298836
0.711071107110711,1.2264027997481133,0.00045787127820298836
0.714071407140714,1.2264027997481133,0.00045787127820298836
0.717071707170717,1.2264027997481133,0.00045787127820298836
0.7200720072007201,1.2264027997481133,0.00045787127820298836
0.723072307230723,1.2264027997481133,0.00045787127820298836
0.726072607260726,1.2264027997481133,0.00045787127820298836
0.729072907290729,1.2264027997481133,0.00045787127820298836
0.732073207320732,1.2264027997481133,0.00045787127820298836
0.7350735073507351,1.2264027997481133,0.00045787127820298836
0.738073807380738,1.2264027997481133,0.00045787127820298836
0.741074107410741,1.2264027997481133,0.00045787127820298836
0.744074407440744,1.2264027997481133,0.00045787127820298836
0.747074707470747,1.2264027997481133,0.00045787127820298836
0.7500750075007501,1.2264027997481133,0.00045787127820298836
0.753075307530753,1.2264027997481133,0.00045787127820298836
0.756075607560756,1.2264027997481133,0.00045787127820298836
0.759075907590759,1.2264027997481133,0.00045787127820298836
0.762076207620762,1.2264027997481133,0.00045787127820298836
0.7650765076507651,1.2264027997481133,0.00045787127820298836
0.768076807680768,1.2264027997481133,0.00045787127820298836
0.771077107710771,1.2264027997481133,0.00045787127820298836
0.774077407740774,1.2264027997481133,0.00045787127820298836
0.777077707770777,1.2264027997481133,0.00045787127820298836
0.7800780078007801,1.2264027997481133,0.00045787127820298836
0.783078307830783,1.2264027997481133,0.00045787127820298836
0.786078607860786,1.2264027997481133,0.00045787127820298836
0.789078907890789,1.2264027997481133,0.00045787127820298836
0.792079207920792,1.2264027997481133,0.00045787127820298836
0.7950795079507951,1.2264027997481133,0.00045787127820298836
0.798079807980798,1.2264027997481133,0.00045787127820298836
0.801080108010801,1.2264027997481133,0.00045787127820298836
0.804080408040804,1.2264027997481133,0.00045787127820298836
0.807080708070807,1.2264027997481133,0.00045787127820298836
0.8100810081008101,1.2264027997481133,0.00045787127820298836
0.813081308130813,1.2264027997481133,0.00045787127820298836
0.816081608160816,1.2264027997481133,0.00045787127820298836
0.819081908190819,1.2264027997481133,0.00045787127820298836
0.822082208220822,1.2264027997481133,0.00045787127820298836
0.8250825082508251,1.2264027997481133,0.00045787127820298836
0.828082808280828,1.2264027997481133,0.00045787127820298836
0.831083108310831,1.2264027997481133,0.00045787127820298836
0.834083408340834,1.2264027997481133,0.00045787127820298836
